scenario_id,Concentration_liquide_chimique_kg,Temperature_C,Temps_reaction_min,Heating_rate_C_min,Taille_particules_mm,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Valuable_Yield_pct,model,pareto_nondominated
75,49.919950467075864,429.1607238340941,27.75,17.36414945654752,2.46,28.597883396574066,53.56950462303857,17.83261198038737,1.5881543758860746,0.10888462129132731,0.18402672859039468,0.04156611604492455,0.020040864252947696,1.9426727060656688,71.40211660342594,Sélection automatique par sortie,False
76,52.52874972461025,435.66750242214505,26.2,20.334390555174394,2.06,27.882915319859844,53.880687494089614,18.236397186050553,1.698541525823988,0.11738438866366105,0.20804600284045968,0.04689007962715793,0.021486824233472816,2.0923488211887395,72.11708468014017,Sélection automatique par sortie,False
77,22.661022319624003,359.5849884652995,21.30286783935573,16.49,2.0,30.132723521075484,53.73052345302485,16.136753025899676,0.7219161425602219,0.04664093533944501,0.07837001549870468,0.004911302536255234,0.008037988541570128,0.859876384476197,69.86727647892452,Sélection automatique par sortie,False
78,22.169028930835996,473.4507247015653,26.795996336803494,14.700942583779016,1.91,25.308684127039356,56.79715604137253,17.894159831588112,2.05917318770583,0.1308088909927437,0.2631920447146524,0.055272732380650995,0.017579344707415047,2.526026200501292,74.69131587296064,Sélection automatique par sortie,False
79,56.60711841740869,390.83119772888995,25.417128446965197,10.334872387995613,2.46,31.414122091490746,51.80365180699297,16.782226101516287,1.060627680710268,0.07394607290485485,0.12292927513233087,0.021195403624052297,0.015248658451583012,1.2939470908230888,68.58587790850925,Sélection automatique par sortie,False
80,49.241561541928746,449.92569072134603,16.212271782646237,23.02056671517685,0.95,26.179170350830166,54.62010207810396,19.200727571065876,1.9090724323825203,0.13123330930153626,0.23679089031712763,0.05314518033374607,0.021142219062377992,2.351384031397308,73.82082964916984,Sélection automatique par sortie,False
81,39.76,443.4945148387371,16.428935161512268,7.684335138823717,1.51,28.262407169779014,55.07104479885166,16.666548031369324,1.7534074900515408,0.1219685922888323,0.2000394446934857,0.048913520667421176,0.01750520994053171,2.1418342576418117,71.73759283022099,Sélection automatique par sortie,False
82,42.99219020185843,448.9704622554352,12.774440950334421,8.55061044123001,2.688293373003222,28.29303675615684,54.776636220788006,16.930327023055145,1.7938716033933324,0.1277498488214759,0.19952032674936795,0.051286807379491046,0.01844118244282017,2.1908697687864875,71.70696324384315,Sélection automatique par sortie,False
83,44.099196785264475,466.76909329515433,29.47884933570302,7.046339646641113,2.23,28.112808264644844,54.56106899510278,17.326122740252373,2.151038709611661,0.13885806934879052,0.25743032020802026,0.06023616672715679,0.022050621039709836,2.629613886935339,71.88719173535515,Sélection automatique par sortie,False
84,39.44139496011344,385.690046792018,12.79356586902557,8.495240727913036,1.76,30.45974089791988,53.46222554604536,16.078033556034768,1.0756131656495378,0.0772225296180125,0.1083924135293238,0.020044808756744255,0.011853414909246197,1.2931263324628643,69.54025910208013,Sélection automatique par sortie,False
85,54.31331131748894,478.2430704918743,24.14,23.818039984371026,3.5691008545869134,26.110884379296,54.42164060032207,19.46747502038192,2.27297253219085,0.15508778432796155,0.26383315410575076,0.06853053900455539,0.025419541331922618,2.78584355096104,73.88911562070399,Sélection automatique par sortie,False
86,22.74388228059043,474.37460184913226,17.54947790248862,24.922658145977678,2.7644384074209767,23.70874160085214,56.54049443671436,19.750763962433506,1.8224639962512894,0.12114486247678632,0.2262201131526848,0.05183559718339831,0.0193819031896767,2.241046472253836,76.29125839914786,Sélection automatique par sortie,False
87,69.2530440358601,497.42384483501263,20.43372914235727,23.28864738867929,2.03,25.572977356641463,54.75703865744295,19.669983985915586,2.770172406115655,0.18921180395647125,0.3209859385773594,0.08838093749096294,0.029770737000094187,3.398521823140543,74.42702264335853,Sélection automatique par sortie,False
