model,input,input_value,normalized_level,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Valuable_Yield_pct
Sélection automatique par sortie,Temps_reaction_min,26.808099999999996,0.8,27.267487658527322,54.464245766373594,18.26826657509909,1.982531603193643,0.1339548713495222,0.25106087142265215,0.056747295895022934,0.023160174223181448,2.4474548160840217,72.73251234147268
Sélection automatique par sortie,Temps_reaction_min,27.45358333333333,0.8333333333333334,27.27788903828584,54.46777089510908,18.254340066605074,1.9867187416579484,0.13422509611568945,0.25076063972666607,0.056777179983279365,0.023395591670474145,2.451877249154057,72.72211096171415
Sélection automatique par sortie,Temps_reaction_min,28.099066666666666,0.8666666666666667,27.287746497100095,54.47140345422339,18.240850048676513,1.9910032815480645,0.1345093072587574,0.2504452236179296,0.05680498888819615,0.023633726934131072,2.4563965282470788,72.7122535028999
Sélection automatique par sortie,Temps_reaction_min,28.744549999999997,0.9,27.297083855227882,54.47513862602762,18.2277775187445,1.9953809485695801,0.1348068910105791,0.2515493492772018,0.05683081367563274,0.023874460747445377,2.462442463280439,72.70291614477212
Sélection automatique par sortie,Temps_reaction_min,29.39003333333333,0.9333333333333333,27.30592341071941,54.478971900336504,18.215104688944077,1.999847743752922,0.13511727313833205,0.25428434355516255,0.056854739545522934,0.024086962163450576,2.4701910621553904,72.69407658928058
Sélection automatique par sortie,Temps_reaction_min,30.035516666666663,0.9666666666666667,27.31428606673406,54.48289904877004,18.202814884495897,2.0043999203031486,0.1354399156202596,0.25426356541965717,0.05687684632510106,0.024358008002656476,2.475338255670823,72.68571393326593
Sélection automatique par sortie,Temps_reaction_min,30.680999999999997,1.0,27.316193299877625,54.47495437913229,18.208852320990086,2.009033962832915,0.1357743136636242,0.25497355123370835,0.056897208911353366,0.024605895525948922,2.481284932167549,72.68380670012237
Sélection automatique par sortie,Heating_rate_C_min,6.76,0.0,28.528510315614064,54.441172450932285,17.030317233453648,1.9717812055649044,0.1347024733751051,0.23755869833919308,0.05780412575536962,0.0201675103552217,2.422014013389794,71.47148968438593
Sélection automatique par sortie,Heating_rate_C_min,7.466716666666667,0.03333333333333333,28.428974467555737,54.443733847480516,17.127291684963748,1.970056904655102,0.1345227774524906,0.23921774243235927,0.057697230632897265,0.020201004104195928,2.4216956592770447,71.57102553244427
Sélection automatique par sortie,Heating_rate_C_min,8.173433333333334,0.06666666666666667,28.329461479600468,54.4462946557604,17.22424386463913,1.9683326037452997,0.13434308152987612,0.241095649839,0.05759033551042492,0.020281957290383814,2.4216436279149844,71.67053852039953
Sélection automatique par sortie,Heating_rate_C_min,8.88015,0.1,28.229971343873856,54.44885487597456,17.321173780151586,1.9666083028354973,0.13416338560726163,0.24148624229818094,0.05748344038795258,0.020409737841190025,2.420151108970082,71.77002865612614
Sélection automatique par sortie,Heating_rate_C_min,9.586866666666667,0.13333333333333333,28.130504052505096,54.45141450832556,17.418081439169352,1.9648840019256948,0.13398368968464713,0.24187683475736182,0.05737654526548022,0.020443231590164253,2.418564303223348,71.86949594749491
Sélection automatique par sortie,Heating_rate_C_min,10.293583333333334,0.16666666666666666,28.031059597627006,54.453973553015835,17.51496684935717,1.9631597010158925,0.13380399376203264,0.24226742721654274,0.057269650143007875,0.020525691673797846,2.4170264638112733,71.96894040237301
Sélection automatique par sortie,Heating_rate_C_min,11.0003,0.2,27.931637971376013,54.456532010247734,17.611830018376256,1.96143540010609,0.13362429783941818,0.24265801967572367,0.05716275502053553,0.020559185422772075,2.4154396580645394,72.068362028624
Sélection automatique par sortie,Heating_rate_C_min,11.707016666666668,0.23333333333333334,27.832239165892158,54.45908988022354,17.708670953884308,1.9597110991962876,0.13344460191680368,0.24262704666905102,0.05705585989806318,0.02057692921266196,2.4134155368928676,72.16776083410784
Sélection automatique par sortie,Heating_rate_C_min,12.413733333333333,0.26666666666666666,27.73286317331908,54.46164716314539,17.805489663535507,1.9579867982864854,0.1332649059941892,0.2427693936531817,0.05694896477559083,0.020669871660627254,2.411639934370074,72.2671368266809
Sélection automatique par sortie,Heating_rate_C_min,13.120450000000002,0.3,27.633509985804043,54.46420385921542,17.90228615498053,1.956262497376683,0.1330852100715747,0.24411303711949636,0.056842069653118485,0.020752168416840643,2.411054982637713,72.36649001419595
Sélection automatique par sortie,Heating_rate_C_min,13.827166666666667,0.3333333333333333,27.5341795954979,54.46675996863557,17.999060435866525,1.9545381964668804,0.1329055141489602,0.24545668058581102,0.05673517453064614,0.020834465173054033,2.410470030905352,72.4658204045021
Sélection automatique par sortie,Heating_rate_C_min,14.533883333333335,0.36666666666666664,27.419783215286657,54.43935816290145,18.140858621811883,1.952813895557078,0.13272581822634572,0.24680032405212568,0.05662827940817379,0.02102009029535223,2.409988407539075,72.58021678471333
Sélection automatique par sortie,Heating_rate_C_min,15.2406,0.4,27.32273793919696,54.44626564031272,18.23099642049032,1.9510895946472757,0.13254612230373125,0.24814396751844034,0.05652138428570144,0.02110238705156562,2.4094034558067143,72.67726206080303
Sélection automatique par sortie,Heating_rate_C_min,15.947316666666667,0.43333333333333335,27.2256994049616,54.45317263785305,18.321127957185343,1.9493652937374732,0.13236642638111673,0.249487610984755,0.056414489163229095,0.02118468380777901,2.4088185040743535,72.7743005950384
Sélection automatique par sortie,Heating_rate_C_min,16.654033333333334,0.4666666666666667,27.12866761187806,54.46007915557247,18.41125323254947,1.947640992827671,0.13218673045850227,0.25083125445106963,0.05630759404075675,0.021278724211047536,2.4082452959890475,72.87133238812194
